# Mar Thoma Syrian Church — every parish and congregation, under its diocese.
#
# The zone column is deliberately empty. The published list has no tier
# between the diocese and the parish, and inventing one would put names in
# your console that no one in the church would recognise. Add zones later
# from Manage → Churches if your diocese actually uses them; a parish with no
# zone is a normal, supported thing here.
#
# The city is derived from the postal address, not published as its own
# field: the post-office locality for Indian parishes, the town for parishes
# abroad. 1062 of 1114 rows resolved to something; the rest are blank rather
# than guessed. A post office is not always the place the parish is named
# after, so treat the column as a starting point and correct what you notice.
# Source: the Mar Thoma parish list published at marthoma.in, as collected in
#   https://docs.google.com/spreadsheets/d/1QVPcgFuO638L673NJ5fqtwqwq_obO4lF/edit
# Converted 2026-08-29. 1114 parishes in 14 dioceses.
#
diocese,zone,church,city
NIRANAM - MARAMON DIOCESE,,MELPADOM MAR THOMA CHURCH,Melpadom
NIRANAM - MARAMON DIOCESE,,MEMALA TABORE MAR THOMA CHURCH,Vennikulam
NIRANAM - MARAMON DIOCESE,,MEPRAL IMMANUEL MAR THOMA CHURCH,Mepral
NIRANAM - MARAMON DIOCESE,,MUKKANJIRAM ST STEPHENS MAR THOMA CHURCH,Pathanamthitta
NIRANAM - MARAMON DIOCESE,,MUNDIYAPPALLY ST THOMAS MAR THOMA CHURCH,Mundiyappally
NIRANAM - MARAMON DIOCESE,,MUTTAR CHRISTOSE MAR THOMA CHURCH,Muttar
NIRANAM - MARAMON DIOCESE,,NAKKADA ST PAULS MAR THOMA CHURCH,Nakkada Valanjavattom East
NIRANAM - MARAMON DIOCESE,,NEDUMPURAM CHRISTOS MAR THOMA CHURCH,Amichakary
NIRANAM - MARAMON DIOCESE,,NELLIMALA BETHEL MAR THOMA CHURCH,Thiruvalla Pathanamthitta
NIRANAM - MARAMON DIOCESE,,NELLIMALA ST JOHNS MAR THOMA CHURCH,Kumbanad
NIRANAM - MARAMON DIOCESE,,NIRANAM CHRISTOSE MAR THOMA CHURCH,Edathua
NIRANAM - MARAMON DIOCESE,,NIRANAM IMMANUEL MAR THOMA CHURCH,Niranam
NIRANAM - MARAMON DIOCESE,,NIRANAM JERUSALEM MAR THOMA CHURCH,Niranam
NIRANAM - MARAMON DIOCESE,,NIRANAM ST THOMAS MAR THOMA CHURCH,Niranam Central
NIRANAM - MARAMON DIOCESE,,PALAKKUNNU ST PAULS MAR THOMA CHURCH,Kolabhagam
NIRANAM - MARAMON DIOCESE,,PANDANKERY ST THOMAS MAR THOMA CHURCH,Pandankery North
NIRANAM - MARAMON DIOCESE,,PAREKKADU TABORE MAR THOMA CHURCH,Kuttapuzha
NIRANAM - MARAMON DIOCESE,,PERUMBARA SEHION MAR THOMA CHURCH,Perumbara
NIRANAM - MARAMON DIOCESE,,POOVATHOOR BETHEL MAR THOMA CHURCH,Pullad
NIRANAM - MARAMON DIOCESE,,POOVATHOOR PODIMALA MAR THOMA CHURCH,Poovathoor
NIRANAM - MARAMON DIOCESE,,POOVATHOOR ST PAULS MAR THOMA CHURCH,Varayannur
NIRANAM - MARAMON DIOCESE,,PULARIKAD ST MARKS MAR THOMA CHURCH,Pathanamthitta
NIRANAM - MARAMON DIOCESE,,PULLAD SEHION MAR THOMA CHURCH,Kurungazha
NIRANAM - MARAMON DIOCESE,,PUTHENKAVUMALA ST THOMAS MAR THOMA CHURCH,Vallamkulam
NIRANAM - MARAMON DIOCESE,,PUTHUSSERY SALEM MAR THOMA CHURCH,Pathanamthitta
NIRANAM - MARAMON DIOCESE,,PYNGALODI BETHEL MAR THOMA CHURCH,Paingalodi Kumbanad
NIRANAM - MARAMON DIOCESE,,THADIYOOR IMMANUEL MAR THOMA CHURCH,Thadiyoor
NIRANAM - MARAMON DIOCESE,,THALAVADY PADINJAREKKARA MAR THOMA CHURCH,Neerattupuram
NIRANAM - MARAMON DIOCESE,,THALAVADY ST JOHNS MAR THOMA CHURCH,Neerattupuram
NIRANAM - MARAMON DIOCESE,,THEVARCADU ST MATHEWS MAR THOMA CHURCH,Eraviperur
NIRANAM - MARAMON DIOCESE,,THEVERY ST MATHEWS MAR THOMA CHURCH,Pathanamthitta
NIRANAM - MARAMON DIOCESE,,THIRUMOOLAPURAM BETHANY MAR THOMA CHURCH,Thirumoolapuram
NIRANAM - MARAMON DIOCESE,,THONIPPARA IMMANUEL MAR THOMA CHURCH,Vennikulam
NIRANAM - MARAMON DIOCESE,,TIRUVALLA ST THOMAS MAR THOMA CHURCH,Thiruvalla
NIRANAM - MARAMON DIOCESE,,VALANJAVATTOM EBENEZER MAR THOMA CHURCH,Valanjavattom
NIRANAM - MARAMON DIOCESE,,VALLAMKULAM ST LUKE MAR THOMA CHURCH,Vallamkulam East
NIRANAM - MARAMON DIOCESE,,VARIKCADU SEHION MAR THOMA CHURCH,Kuttapuzha
NIRANAM - MARAMON DIOCESE,,VATTAKOTTAL CHRIST MAR THOMA CHURCH,Kumbanad
NIRANAM - MARAMON DIOCESE,,VELLARA EBENEZER MAR THOMA CHURCH,Vennikulam
NIRANAM - MARAMON DIOCESE,,VENGAL SALEM MAR THOMA CHURCH,Alamthuruthy
NIRANAM - MARAMON DIOCESE,,VETTIYAKONAM ST MATHEWS MAR THOMA CHURCH,Peringara
NORTH AMERICA DIOCESE,,ARIZONA PHOENIX MAR THOMA CHURCH,Phoenix
NORTH AMERICA DIOCESE,,ATLANTA HERMON MAR THOMA CHURCH,Atlanta
NORTH AMERICA DIOCESE,,ATLANTA MAR THOMA CHURCH,Ga
NORTH AMERICA DIOCESE,,AUSTIN MAR THOMA CHURCH,Austin
NORTH AMERICA DIOCESE,,BALTIMORE MAR THOMA CHURCH,Md
NORTH AMERICA DIOCESE,,BOSTON CARMEL MAR THOMA CHURCH,Hudson
NORTH AMERICA DIOCESE,,CALGARY ST THOMAS MAR THOMA CHURCH,Calgary
NORTH AMERICA DIOCESE,,CHICAGO MAR THOMA CHURCH,Il
NORTH AMERICA DIOCESE,,CHICAGO ST THOMAS MAR THOMA CHURCH,Illinois
NORTH AMERICA DIOCESE,,COLORADO HOREB MAR THOMA CHURCH,U S A
NORTH AMERICA DIOCESE,,CONNECTICUT JERUSALEM MAR THOMA CHURCH,
NORTH AMERICA DIOCESE,,DALLAS CARROLTON  MAR THOMA CHURCH,Dallas
NORTH AMERICA DIOCESE,,DALLAS CROSSWAY MAR THOMA CHURCH,
NORTH AMERICA DIOCESE,,DALLAS FARMERS BRANCH MAR THOMA CHURCH,Texas
NORTH AMERICA DIOCESE,,DALLAS SEHION MAR THOMA CHURCH,Dallas
NORTH AMERICA DIOCESE,,DALLAS ST PAULS MAR THOMA CHURCH,Tx
NORTH AMERICA DIOCESE,,DETROIT MAR THOMA CHURCH,Michigan
NORTH AMERICA DIOCESE,,EDMONTON TRINITY MAR THOMA CHURCH,Edmonton
NORTH AMERICA DIOCESE,,"FLORIDA ST LUKES MAR THOMA CHURCH, MARGATE",Florida
NORTH AMERICA DIOCESE,,"FLORIDA ST MARKS, TAMPA",Florida
NORTH AMERICA DIOCESE,,FRANKFORT BETHEL MAR THOMA CHURCH,Frankfort
NORTH AMERICA DIOCESE,,GREATER SEATTLE MAR THOMA CHURCH,Greater Seattle United States Of America
NORTH AMERICA DIOCESE,,HALIFAX BETHEL MAR THOMA CHURCH,Halifax
NORTH AMERICA DIOCESE,,HOUSTON IMMANUEL MAR THOMA CHURCH,Texas
NORTH AMERICA DIOCESE,,HOUSTON ST THOMAS MAR THOMA CHURCH,
NORTH AMERICA DIOCESE,,HOUSTON TRINITY MAR THOMA CHURCH,Houston Texas
NORTH AMERICA DIOCESE,,"HUDSTON VALLEY BETHANY, NY",
NORTH AMERICA DIOCESE,,INDIANAPOLIS MAR THOMA CONGREGATION,U S A
NORTH AMERICA DIOCESE,,INDIANAPOLIS ST THOMAS MAR THOMA CHURCH,Indianapolis
NORTH AMERICA DIOCESE,,IOWA CONGREGATION,U S A
NORTH AMERICA DIOCESE,,KANSAS MAR THOMA CHURCH,Kansas
NORTH AMERICA DIOCESE,,KINGSTON MAR THOMA CHURCH,Kingston
NORTH AMERICA DIOCESE,,LONDON (CANADA) JERUSALEM MAR THOMA CHURCH,On
NORTH AMERICA DIOCESE,,LONG ISLAND MAR THOMA CHURCH,New York
NORTH AMERICA DIOCESE,,LOS ANGELES HOREB MAR THOMA CHURCH,
NORTH AMERICA DIOCESE,,LOS ANGELES MAR THOMA CHURCH,Ca
NORTH AMERICA DIOCESE,,LOS ANGELES ST ANDREWS MAR THOMA CHURCH,Ca
NORTH AMERICA DIOCESE,,LUBBOCK EMMANUEL MAR THOMA CHURCH,Texas
NORTH AMERICA DIOCESE,,"MICHIGAN ST. JOHNS MAR THOMA CHURCH, DETROIT",Michigan
NORTH AMERICA DIOCESE,,MONTREAL MAR THOMA CHURCH,Montreal
NORTH AMERICA DIOCESE,,NEW JERSEY RANDOLPH MAR THOMA CHURCH,New Jersey
NORTH AMERICA DIOCESE,,NEW JERSEY ST PETERS MAR THOMA CHURCH,New Jersey
NORTH AMERICA DIOCESE,,NEW JERSEY ST STEPHENS MAR THOMA CHURCH,New Jersey
NORTH AMERICA DIOCESE,,NEW YORK BETHANY MAR THOMA CHURCH,New York
NORTH AMERICA DIOCESE,,NEW YORK EBENEZER MAR THOMA CHURCH,New York
NORTH AMERICA DIOCESE,,NEW YORK EPHIPHANY,New York
NORTH AMERICA DIOCESE,,NEW YORK ST ANDREWS MAR THOMA CHURCH,New York
NORTH AMERICA DIOCESE,,NEW YORK ST JAMES MAR THOMA CHURCH,New York
NORTH AMERICA DIOCESE,,NEW YORK ST JOHNS MAR THOMA CHURCH,Queens Village
NORTH AMERICA DIOCESE,,NEW YORK ST THOMAS MAR THOMA CHURCH,New York
NORTH AMERICA DIOCESE,,NORTH CAROLINA MAR THOMA CHURCH,Nc
NORTH AMERICA DIOCESE,,OKLAHOMA MAR THOMA CHURCH,Nyekker Avem
NORTH AMERICA DIOCESE,,"ORLANDO MAR THOMA CHURCH, FLORIDA",Florida
NORTH AMERICA DIOCESE,,OTTAWA MAR THOMA CHURCH,Ontario
NORTH AMERICA DIOCESE,,PHILADELPHIA ASCENSION MAR THOMA CHURCH,Philadelphia
NORTH AMERICA DIOCESE,,PHILADELPHIA BETHEL MAR THOMA CHURCH,Philadelphia
NORTH AMERICA DIOCESE,,PHILADELPHIA CHRISTOS MAR THOMA CHURCH,Philadelphia
NORTH AMERICA DIOCESE,,PHILADELPHIA MAR THOMA CHURCH,Philadelphia
NORTH AMERICA DIOCESE,,"PHILADELPHIA ST THOMAS, DELAWARE VALLEY",Philadelphia
NORTH AMERICA DIOCESE,,REDEEMER MAR THOMA CHURCH,Nj 07463
NORTH AMERICA DIOCESE,,"SALEM MAR THOMA CHURCH, EASTERN LONG ISLAND",New York
NORTH AMERICA DIOCESE,,SAN FRANCISCO MAR THOMA CHURCH,Ca
NORTH AMERICA DIOCESE,,SAN FRANSCISCO HOREB MAR THOMA CHURCH,
NORTH AMERICA DIOCESE,,SEATTLE MAR THOMA CHURCH,Washington State
NORTH AMERICA DIOCESE,,SILICON VALLEY MAR THOMA CHURCH,Ca
NORTH AMERICA DIOCESE,,SOUTH FLORIDA MAR THOMA CHURCH,Davie
NORTH AMERICA DIOCESE,,SOUTH JERSEY ST STEPHENS,
NORTH AMERICA DIOCESE,,ST LOUIS MAR THOMA CHURCH,
NORTH AMERICA DIOCESE,,STAFFORD IMANUEL MAR THOMA CHURCH,Stafford
NORTH AMERICA DIOCESE,,"STATEN ISLAND  MAR THOMA CHURCH, NEW YORK",Ny
NORTH AMERICA DIOCESE,,"STATEN ISLAND TABORE MAR THOMA CHURCH, NEW YORK",New York
NORTH AMERICA DIOCESE,,"TAMPA ST MARK MAR THOMA CHURCH, FLORIDA",Hillsborough County
NORTH AMERICA DIOCESE,,TORONTO CANADIAN MAR THOMA CHURCH,Ontario
NORTH AMERICA DIOCESE,,TORONTO ST. MATHEWS MAR THOMA CHURCH,Ontario
NORTH AMERICA DIOCESE,,VANCOUVER ST THOMAS MAR THOMA CHURCH,British Columbia
NORTH AMERICA DIOCESE,,VIRGINIA IMMANUEL MAR THOMA CHURCH,Virginia
NORTH AMERICA DIOCESE,,WASHINGTON MAR THOMA CHURCH,Washington
RANNI - NILACKAL DIOCESE,,ABU DHABI MAR THOMA CHURCH,Abu Dhabi
RANNI - NILACKAL DIOCESE,,ALAPRA ST MATHEWS MAR THOMA CHURCH,Alapra
RANNI - NILACKAL DIOCESE,,ANTHYALANCAVU SALEM MAR THOMA CHURCH,Anthiyalancavu
RANNI - NILACKAL DIOCESE,,ARAYANPARA SEHION MAR THOMA CHURCH,Kunnam-Vechoochira
RANNI - NILACKAL DIOCESE,,ATHYAL SALEM MAR THOMA CHURCH,Perumpetty
RANNI - NILACKAL DIOCESE,,ATTACHACKAL ST THOMAS MAR THOMA CHURCH,Attachakkal
RANNI - NILACKAL DIOCESE,,AYROOR CARMEL MAR THOMA CHURCH,Velliyara
RANNI - NILACKAL DIOCESE,,AYROOR CHAYAL MAR THOMA CHURCH,Ayroor Ayroor North
RANNI - NILACKAL DIOCESE,,AYROOR SALEM MAR THOMA CHURCH,Kottathoor
RANNI - NILACKAL DIOCESE,,AYROOR SEHION MAR THOMA CHURCH,Ayroor South
RANNI - NILACKAL DIOCESE,,CHATHENTHARA SHARON MAR THOMA CHURCH,Chathenhtara
RANNI - NILACKAL DIOCESE,,CHENGARA BETHEL MAR THOMA CHURCH,Chengara
RANNI - NILACKAL DIOCESE,,CHETHACKAL IMMANUEL MAR THOMA CHURCH,Pathanamthitta
RANNI - NILACKAL DIOCESE,,CHITTAR ST PAULS MAR THOMA CHURCH,Chittar
RANNI - NILACKAL DIOCESE,,CHUNKAPPARA ST THOMAS MAR THOMA CHURCH,Chunkappara Kottangal
RANNI - NILACKAL DIOCESE,,EDAKADATHI IMMANUEL MAR THOMA CHURCH,Edakadathy
RANNI - NILACKAL DIOCESE,,EDAKULAM BETHELHEM MAR THOMA CHURCH,Edakulam
RANNI - NILACKAL DIOCESE,,EDAMURY EBENEZER MAR THOMA CHURCH,Edamury Thompikandom
RANNI - NILACKAL DIOCESE,,EDAPPAVOOR BETHEL MAR THOMA CHURCH,Edappavoor
RANNI - NILACKAL DIOCESE,,EDAPPAVOOR ST THOMAS MAR THOMA CHURCH,Edappavoor
RANNI - NILACKAL DIOCESE,,ELANTHUR SALEM MAR THOMA CHURCH,
RANNI - NILACKAL DIOCESE,,EZHOLI SALEM MAR THOMA CHURCH,Nellikkamon
RANNI - NILACKAL DIOCESE,,GURUNATHANMANNU IMMANUEL MAR THOMA CHURCH,Gurunathanmannu
RANNI - NILACKAL DIOCESE,,KADAMMANITTA MAR THOMA CHURCH,Pathanamthitta
RANNI - NILACKAL DIOCESE,,KADAMMANITTA SALEM MAR THOMA CHURCH,Kadammanitta
RANNI - NILACKAL DIOCESE,,KAICHIRA IMMANUEL MAR THOMA CHURCH,Kaichira Ranny Perunad Pathanamthitta
RANNI - NILACKAL DIOCESE,,KALAMPALA IMMANUEL MAR THOMA CHURCH,Unnakavu
RANNI - NILACKAL DIOCESE,,KALAMPALA ST THOMAS MAR THOMA CHURCH,Ranny Pathanamthitta
RANNI - NILACKAL DIOCESE,,KALLELI ST THOMAS MAR THOMA CHURCH,Kallely
RANNI - NILACKAL DIOCESE,,KANAKAPALAM JERUSALEM MAR THOMA CHURCH,Kanakappalam
RANNI - NILACKAL DIOCESE,,KANDENPEROOR ST PAULS MAR THOMA CHURCH,Kariamplavu
RANNI - NILACKAL DIOCESE,,KANJEETTUKARA JUBILEE MEMORIAL MAR THOMA CHURCH,Kanjeettukara
RANNI - NILACKAL DIOCESE,,KAPPAKKADU JERUSALEM MAR THOMA CHURCH,Ranny Perunadu
RANNI - NILACKAL DIOCESE,,KARIKKATOOR ST THOMAS MAR THOMA CHURCH,Karikkattoor Centre
RANNI - NILACKAL DIOCESE,,"KARIKKULAM ST JOHNS MAR THOMA CHURCH,",Karikulam
RANNI - NILACKAL DIOCESE,,KARIMKUTTICKAL SALEM MAR THOMA CHURCH,Kumplampoika
RANNI - NILACKAL DIOCESE,,KARIMKUTTICKAL TRINITY MAR THOMA CHURCH,Vadakkupuram
RANNI - NILACKAL DIOCESE,,KARIMPANAMKUZHY ST ANDREWS MAR THOMA CHURCH,Cherukulanji
RANNI - NILACKAL DIOCESE,,KATTIKKALARUVI ST PAULS MAR THOMA CHURCH,Madanthamon Naranammoozhy
RANNI - NILACKAL DIOCESE,,"KATTIKUZHI EBEN-EZER, KOKKATHODU",Kokkathode
RANNI - NILACKAL DIOCESE,,KEEKOZHOOR EAST IMMANUEL MAR THOMA CHURCH,Keekozhur
RANNI - NILACKAL DIOCESE,,KEEKOZHOOR MAR THOMA CHURCH,Keekozhoor
RANNI - NILACKAL DIOCESE,,KOCHUKOIKAL ST THOMAS MAR THOMA CHURCH,Kochukoickal
RANNI - NILACKAL DIOCESE,,KOCHUKOIKAL TRINITY MAR THOMA CHURCH,Kochukoickal
RANNI - NILACKAL DIOCESE,,KONNAPPARA SALEM MAR THOMA CHURCH,Athumpumkulam
RANNI - NILACKAL DIOCESE,,KONNI ARUVAPPULAM THABORE MAR THOMA CHURCH,Aruvapulam
RANNI - NILACKAL DIOCESE,,KONNI EMMANUEL MAR THOMA CHURCH,Kummannoor
RANNI - NILACKAL DIOCESE,,KONNY JERUSALEM MAR THOMA CHURCH,Konny
RANNI - NILACKAL DIOCESE,,KOOTHATTUKULAM SALEM MAR THOMA CHURCH,Chittar
RANNI - NILACKAL DIOCESE,,KOTTAMONPARA BETHEL MAR THOMA CHURCH,Angamoozhy
RANNI - NILACKAL DIOCESE,,KOTTANAD TRINITY MAR THOMA CHURCH,Pathanamthitta
RANNI - NILACKAL DIOCESE,,KRIPAPURAM ST THOMAS MAR THOMA CHURCH,Pathanamthitta
RANNI - NILACKAL DIOCESE,,KULAMAMKUZHY ST ANDREWS MAR THOMA CHURCH,Vechoochira
RANNI - NILACKAL DIOCESE,,KUMBAZHA BETHEL MAR THOMA CHURCH,Kumbazha
RANNI - NILACKAL DIOCESE,,KUMPALAMTHANAM ST JOHNS MAR THOMA CHURCH,Theodical
RANNI - NILACKAL DIOCESE,,KUMPLAMPOIKA SALEM MAR THOMA CHURCH,Kumplampoika
RANNI - NILACKAL DIOCESE,,MALAYALAPUZHA ST THOMAS MAR THOMA CHURCH,Thazhom
RANNI - NILACKAL DIOCESE,,MALLASSERRY BETHLEHEM MAR THOMA CHURCH,Mallasserry
RANNI - NILACKAL DIOCESE,,MANNAMARUTHI BETHEL MAR THOMA CHURCH,Mannamaruthy
RANNI - NILACKAL DIOCESE,,MANNARATHARA BETHLEHEM MAR THOMA CHURCH,Eettichuvadu
RANNI - NILACKAL DIOCESE,,MANNIRA SALEM MAR THOMA CHURCH,Manneera
RANNI - NILACKAL DIOCESE,,MEKOZHOOR TRINITY MAR THOMA CHURCH,Mekozhoor
RANNI - NILACKAL DIOCESE,,MELELBHAGOM BETHEL MAR THOMA CHURCH,Elanthur East
RANNI - NILACKAL DIOCESE,,METHANAM EBEN EZER MAR THOMA CHURCH,Chalappally
RANNI - NILACKAL DIOCESE,,MONPILAVU BETHELEHEM MAR THOMA CHURCH,Nellupilavu
RANNI - NILACKAL DIOCESE,,MOONNUKALLU ZION MAR THOMA CHURCH,Kottamonpara
RANNI - NILACKAL DIOCESE,,MOTHIRAVAYAL BETHEL MAR THOMA CHURCH,Karikulam
RANNI - NILACKAL DIOCESE,,MUKKADA HEBRON MAR THOMA CHURCH,Mukkada
RANNI - NILACKAL DIOCESE,,MUKKUTTOOTHARA ASCENSION MAR THOMA CHURCH,Mukkoottuthara
RANNI - NILACKAL DIOCESE,,MUNDACKAL EMMANUEL MAR THOMA CHURCH,Malayalapuzha Eram
RANNI - NILACKAL DIOCESE,,MUTHUPEZHUMKAL ST THOMAS MAR THOMA CHURCH KONNY,Muthupezhumkal
RANNI - NILACKAL DIOCESE,,MUTTAPALLY IMMANUEL MAR THOMA CHURCH,Thulappally
RANNI - NILACKAL DIOCESE,,MYLAPRA SALEM MAR THOMA CHURCH,Mylapra
RANNI - NILACKAL DIOCESE,,NARANAMOOZHI NILACKEL MAR THOMA CHURCH,Naranamuzhy
RANNI - NILACKAL DIOCESE,,NARANAMOOZHI ST THOMAS MAR THOMA CHURCH,Kakodimon
RANNI - NILACKAL DIOCESE,,NARANGANAM ST THOMAS MAR THOMA CHURCH,Naranganam
RANNI - NILACKAL DIOCESE,,NEERATTUKAVU SALEM MAR THOMA CHURCH,Kakkudumon
RANNI - NILACKAL DIOCESE,,NIRMALAPURAM ST ANDREWS MAR THOMA CHURCH,Chunkappara
RANNI - NILACKAL DIOCESE,,NJAKKUKAVU ST THOMAS MAR THOMA CHURCH,Vellappara
RANNI - NILACKAL DIOCESE,,NJALLOOR SANTHOM MAR THOMA CHURCH,Athumpumkulam
RANNI - NILACKAL DIOCESE,,OMALLOOR MAR THOMA CHURCH,Omalloor
RANNI - NILACKAL DIOCESE,,OOTTUPARA BETHEL MAR THOMA CHURCH,Oottupara
RANNI - NILACKAL DIOCESE,,"OREKAR IMMANUEL MAR THOMA CHURCH, KOKKATHODU",Kokkathodu
RANNI - NILACKAL DIOCESE,,PARIYARAM ST PAULS MAR THOMA CHURCH,Pariyaram
RANNI - NILACKAL DIOCESE,,PATHANAMTHITTA MAR THOMA CHURCH,Pathanamthitta P.O. Kerala
RANNI - NILACKAL DIOCESE,,PAYYANAMON ST ANDREWS MAR THOMA CHURCH,Pathanamthitta
RANNI - NILACKAL DIOCESE,,PAZHAVANGADIKARA IMMANUEL MAR THOMA CHURCH,Pazhavangadi (Ranni
RANNI - NILACKAL DIOCESE,,PERUMPETTY JERUSALEM MAR THOMA CHURCH,Perumpetty
RANNI - NILACKAL DIOCESE,,PERUNADU BETHEL MAR THOMA CHURCH,Perunadu Ranny Perunad
RANNI - NILACKAL DIOCESE,,PERUVAYAL BETHEL MAR THOMA CHURCH,Peruvayal
RANNI - NILACKAL DIOCESE,,PLAVELINIRAVU SALEM MAR THOMA CHURCH,Erumely
RANNI - NILACKAL DIOCESE,,POOVANMALA ST THOMAS MAR THOMA CHURCH,Poovanmala Ranny Pathanamthitta
RANNI - NILACKAL DIOCESE,,POOVANPARA SALEM MAR THOMA CHURCH,Konni
RANNI - NILACKAL DIOCESE,,PUTHENPEEDIKA ST THOMAS MAR THOMA CHURCH,Kodumthara
RANNI - NILACKAL DIOCESE,,PUTHUKULAM EBENEZER MAR THOMA CHURCH,Malayalapuzha Eram
RANNI - NILACKAL DIOCESE,,PUTHUSERIMALA BETHEL MAR THOMA CHURCH,Puthusserimala
RANNI - NILACKAL DIOCESE,,RANNI CHRISTOS MAR THOMA CHURCH,Nellickamon
RANNI - NILACKAL DIOCESE,,RANNI NAZARETH MAR THOMA CHURCH,Ettichuvadu
RANNI - NILACKAL DIOCESE,,RANNI VAIKOM MAR THOMA CHURCH,Mandiram P O Ranny
RANNI - NILACKAL DIOCESE,,SEETHATHODE EBENEZER MAR THOMA CHURCH,Seethathodu
RANNI - NILACKAL DIOCESE,,THADIYOOR BETHEL MAR THOMA CHURCH,Thadiyoor
RANNI - NILACKAL DIOCESE,,THALACHIRA BETHEL MAR THOMA CHURCH,Thalachira Kumplampoika
RANNI - NILACKAL DIOCESE,,THANNITHODE BETHEL MAR THOMA CHURCH,Thannithode
RANNI - NILACKAL DIOCESE,,THEKKUMMALA ST PETERS MAR THOMA CHURCH,Kumplampoika
RANNI - NILACKAL DIOCESE,,THEKKUTHODE ST THOMAS MAR THOMA CHURCH,Thekkuthode
RANNI - NILACKAL DIOCESE,,THOMPIKANDAM ST PAULS MAR THOMA CHURCH,Thompikandom
RANNI - NILACKAL DIOCESE,,THONIKADAVU CHRISTOS MAR THOMA CHURCH,Ranny Pathanamthitta
RANNI - NILACKAL DIOCESE,,THONNIAMALA ST THOMAS MAR THOMA CHURCH,Thonniamala
RANNI - NILACKAL DIOCESE,,THULAPPALLY ST THOMAS MAR THOMA CHURCH,Thulappally
RANNI - NILACKAL DIOCESE,,UTHIMOODU MAR THOMA CHURCH,Pathanamthitta
RANNI - NILACKAL DIOCESE,,VADAKKUPURAM SALEM MAR THOMA CHURCH,Vadakkupuram
RANNI - NILACKAL DIOCESE,,VADASERIKARA CARMEL MAR THOMA CHURCH,Pathanamthitta
RANNI - NILACKAL DIOCESE,,VADASERIKARA ST ANDREWS MAR THOMA CHURCH,Vadasserikkara
RANNI - NILACKAL DIOCESE,,VADASERIKARA ST JOHNS MAR THOMA CHURCH,Vadasserikkara
RANNI - NILACKAL DIOCESE,,VADASERIKARA ST THOMAS MAR THOMA CHURCH,Vadaserikara
RANNI - NILACKAL DIOCESE,,VAKATHANAM EDAMON TABORE MAR THOMA CHURCH,Ranni Edamon
RANNI - NILACKAL DIOCESE,,VAKATHANAM ST PAULS MAR THOMA CHURCH,
RANNI - NILACKAL DIOCESE,,VAKAYAR CHRISTOSE MAR THOMA CHURCH,Vakayar
RANNI - NILACKAL DIOCESE,,VALIYAKAVU ST THOMAS MAR THOMA CHURCH,Valiyakavu
RANNI - NILACKAL DIOCESE,,VALIYAKUNNAM ST PAULS MAR THOMA CHURCH,Pathanamthitta
RANNI - NILACKAL DIOCESE,,VALLIKKODU KOTTAYAM EBENEZER MAR THOMA CHURCH,Vallikodu Kottayam Vallikkodu
RANNI - NILACKAL DIOCESE,,VALLIYANTHY JERUSALEM MAR THOMA CHURCH,Mumdukottakkal
RANNI - NILACKAL DIOCESE,,VARAVOOR BETHEL MAR THOMA CHURCH,Pulloopra
RANNI - NILACKAL DIOCESE,,VARIYAPURAM ST THOMAS MAR THOMA CHURCH,Churulikode
RANNI - NILACKAL DIOCESE,,VATTARKAYAM EBENEZER MAR THOMA CHURCH,Makkapuzha
RANNI - NILACKAL DIOCESE,,VAYALATHALA ST THOMAS MAR THOMA CHURCH,Vayalathala
RANNI - NILACKAL DIOCESE,,VAYYATTUPUZHA BETHEL MAR THOMA CHURCH,Vayyattupuzha
RANNI - NILACKAL DIOCESE,,VECHOOCHIRA ST JOHNS MAR THOMA CHURCH,Vechoochira
RANNI - NILACKAL DIOCESE,,VECHOOCHIRA ST THOMAS MAR THOMA CHURCH,Mannadisala
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,ADUVALLY HEBRON MAR THOMA CHURCH,Mylakkara
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,ANAKULAM EBENEZER MAR THOMA CHURCH,Anakulam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,ANAYARA ST THOMAS MAR THOMA CHURCH,Medical College
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,ANCHAL JERUSALEM MAR THOMA CHURCH,Alayamon
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,ANCHAL ST PAULS MAR THOMA CHURCH,Anchal
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,ASHTAMUDY IMMANUEL MAR THOMA CHURCH,Ashtamudi
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,AYLARA ST THOMAS MAR THOMA CHURCH,Ayilara
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,AYUR SALEM MAR THOMA CHURCH,Ayur P.O. Kollam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,CHANDANAKAVU SALEM MAR THOMA CHURCH,Thinkalkarickam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,CHANNAPETTA BETHANY MAR THOMA CHURCH,Channappetta
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,CHANTHAVILA ST PAULS MAR THOMA CHURCH,Thiruvananthapuram
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,CHATHANNUR CHRISTOSE MAR THOMA CHURCH,Karamcodu
