# Mar Thoma parishes, WITH THE COUNTRY USED AS THE ZONE.
#
# The same rows as marthoma-parishes.csv, with one difference: the zone is the
# country the parish is in. Unlike the placeholder zones this file replaced,
# these are not invented — every diocese here really does span more than one
# country (17 in all), because the Gulf congregations are attached to Kerala
# dioceses rather than to a diocese of their own.
#
# Whether that is a useful tier is your call. It groups the 152 parishes
# outside India usefully and leaves a single large "India" zone in most
# dioceses, which may be more clutter than help. Import this one OR
# marthoma-parishes.csv, not both.
# Source: the Mar Thoma parish list published at marthoma.in, as collected in
#   https://docs.google.com/spreadsheets/d/1QVPcgFuO638L673NJ5fqtwqwq_obO4lF/edit
# Converted 2026-08-29. 1114 parishes in 14 dioceses.
#
diocese,zone,church,city
NIRANAM - MARAMON DIOCESE,India,KAVUNGUMPRAYAR ST THOMAS MAR THOMA CHURCH,Puramatom
NIRANAM - MARAMON DIOCESE,India,KIZHAKKENMUTHOOR ST PAULS MAR THOMA CHURCH,Kuttappuzha
NIRANAM - MARAMON DIOCESE,India,KOMPADY ST PETERS MAR THOMA CHURCH,Kombady Manjady
NIRANAM - MARAMON DIOCESE,India,KOORTHAMALA  MAR THOMA CHURCH,Kadapra
NIRANAM - MARAMON DIOCESE,India,KOZHENCHERRY ST THOMAS MAR THOMA CHURCH,Kozhencherry
NIRANAM - MARAMON DIOCESE,India,KUMBANAD MAR THOMA VALIYAPALLY,Kumbanad-P.O. Pathanamthitta
NIRANAM - MARAMON DIOCESE,India,KUMBANAD SALEM MAR  THOMA CHURCH,Kumbanadu
NIRANAM - MARAMON DIOCESE,India,KUMBANAD ST THOMAS MAR THOMA CHURCH,Kumbanad Kumbanad
NIRANAM - MARAMON DIOCESE,India,KUNNAM EMMANUEL MAR THOMA CHURCH,Poovathur
NIRANAM - MARAMON DIOCESE,India,KURIANNOOR MAR THOMA CHURCH,Kuriannoor
NIRANAM - MARAMON DIOCESE,India,KURIANNOOR SALEM MAR THOMA CHURCH,Kolabhagom
NIRANAM - MARAMON DIOCESE,India,KURIANNOOR ST THOMAS MAR THOMA CHURCH,Kuriannur
NIRANAM - MARAMON DIOCESE,India,KUTTAPUZHA JERUSALEM MAR THOMA CHURCH,Tiruvalla R.S
NIRANAM - MARAMON DIOCESE,Kuwait,KUWAIT CITY MAR THOMA PARISH,Kuwait City
NIRANAM - MARAMON DIOCESE,India,MARAMON MAR THOMA CHURCH,Maramon-(P.O) Kozhencherry Pathanamthitta
NIRANAM - MARAMON DIOCESE,India,MELPADOM MAR THOMA CHURCH,Melpadom
NIRANAM - MARAMON DIOCESE,India,MEMALA TABORE MAR THOMA CHURCH,Vennikulam
NIRANAM - MARAMON DIOCESE,India,MEPRAL IMMANUEL MAR THOMA CHURCH,Mepral
NIRANAM - MARAMON DIOCESE,India,MUKKANJIRAM ST STEPHENS MAR THOMA CHURCH,Pathanamthitta
NIRANAM - MARAMON DIOCESE,India,MUNDIYAPPALLY ST THOMAS MAR THOMA CHURCH,Mundiyappally
NIRANAM - MARAMON DIOCESE,India,MUTTAR CHRISTOSE MAR THOMA CHURCH,Muttar
NIRANAM - MARAMON DIOCESE,India,NAKKADA ST PAULS MAR THOMA CHURCH,Nakkada Valanjavattom East
NIRANAM - MARAMON DIOCESE,India,NEDUMPURAM CHRISTOS MAR THOMA CHURCH,Amichakary
NIRANAM - MARAMON DIOCESE,India,NELLIMALA BETHEL MAR THOMA CHURCH,Thiruvalla Pathanamthitta
NIRANAM - MARAMON DIOCESE,India,NELLIMALA ST JOHNS MAR THOMA CHURCH,Kumbanad
NIRANAM - MARAMON DIOCESE,India,NIRANAM CHRISTOSE MAR THOMA CHURCH,Edathua
NIRANAM - MARAMON DIOCESE,India,NIRANAM IMMANUEL MAR THOMA CHURCH,Niranam
NIRANAM - MARAMON DIOCESE,India,NIRANAM JERUSALEM MAR THOMA CHURCH,Niranam
NIRANAM - MARAMON DIOCESE,India,NIRANAM ST THOMAS MAR THOMA CHURCH,Niranam Central
NIRANAM - MARAMON DIOCESE,India,PALAKKUNNU ST PAULS MAR THOMA CHURCH,Kolabhagam
NIRANAM - MARAMON DIOCESE,India,PANDANKERY ST THOMAS MAR THOMA CHURCH,Pandankery North
NIRANAM - MARAMON DIOCESE,India,PAREKKADU TABORE MAR THOMA CHURCH,Kuttapuzha
NIRANAM - MARAMON DIOCESE,India,PERUMBARA SEHION MAR THOMA CHURCH,Perumbara
NIRANAM - MARAMON DIOCESE,India,POOVATHOOR BETHEL MAR THOMA CHURCH,Pullad
NIRANAM - MARAMON DIOCESE,India,POOVATHOOR PODIMALA MAR THOMA CHURCH,Poovathoor
NIRANAM - MARAMON DIOCESE,India,POOVATHOOR ST PAULS MAR THOMA CHURCH,Varayannur
NIRANAM - MARAMON DIOCESE,India,PULARIKAD ST MARKS MAR THOMA CHURCH,Pathanamthitta
NIRANAM - MARAMON DIOCESE,India,PULLAD SEHION MAR THOMA CHURCH,Kurungazha
NIRANAM - MARAMON DIOCESE,India,PUTHENKAVUMALA ST THOMAS MAR THOMA CHURCH,Vallamkulam
NIRANAM - MARAMON DIOCESE,India,PUTHUSSERY SALEM MAR THOMA CHURCH,Pathanamthitta
NIRANAM - MARAMON DIOCESE,India,PYNGALODI BETHEL MAR THOMA CHURCH,Paingalodi Kumbanad
NIRANAM - MARAMON DIOCESE,India,THADIYOOR IMMANUEL MAR THOMA CHURCH,Thadiyoor
NIRANAM - MARAMON DIOCESE,India,THALAVADY PADINJAREKKARA MAR THOMA CHURCH,Neerattupuram
NIRANAM - MARAMON DIOCESE,India,THALAVADY ST JOHNS MAR THOMA CHURCH,Neerattupuram
NIRANAM - MARAMON DIOCESE,India,THEVARCADU ST MATHEWS MAR THOMA CHURCH,Eraviperur
NIRANAM - MARAMON DIOCESE,India,THEVERY ST MATHEWS MAR THOMA CHURCH,Pathanamthitta
NIRANAM - MARAMON DIOCESE,India,THIRUMOOLAPURAM BETHANY MAR THOMA CHURCH,Thirumoolapuram
NIRANAM - MARAMON DIOCESE,India,THONIPPARA IMMANUEL MAR THOMA CHURCH,Vennikulam
NIRANAM - MARAMON DIOCESE,India,TIRUVALLA ST THOMAS MAR THOMA CHURCH,Thiruvalla
NIRANAM - MARAMON DIOCESE,India,VALANJAVATTOM EBENEZER MAR THOMA CHURCH,Valanjavattom
NIRANAM - MARAMON DIOCESE,India,VALLAMKULAM ST LUKE MAR THOMA CHURCH,Vallamkulam East
NIRANAM - MARAMON DIOCESE,India,VARIKCADU SEHION MAR THOMA CHURCH,Kuttapuzha
NIRANAM - MARAMON DIOCESE,India,VATTAKOTTAL CHRIST MAR THOMA CHURCH,Kumbanad
NIRANAM - MARAMON DIOCESE,India,VELLARA EBENEZER MAR THOMA CHURCH,Vennikulam
NIRANAM - MARAMON DIOCESE,India,VENGAL SALEM MAR THOMA CHURCH,Alamthuruthy
NIRANAM - MARAMON DIOCESE,India,VETTIYAKONAM ST MATHEWS MAR THOMA CHURCH,Peringara
NORTH AMERICA DIOCESE,United States,ARIZONA PHOENIX MAR THOMA CHURCH,Phoenix
NORTH AMERICA DIOCESE,United States,ATLANTA HERMON MAR THOMA CHURCH,Atlanta
NORTH AMERICA DIOCESE,United States,ATLANTA MAR THOMA CHURCH,Ga
NORTH AMERICA DIOCESE,United States,AUSTIN MAR THOMA CHURCH,Austin
NORTH AMERICA DIOCESE,United States,BALTIMORE MAR THOMA CHURCH,Md
NORTH AMERICA DIOCESE,United States,BOSTON CARMEL MAR THOMA CHURCH,Hudson
NORTH AMERICA DIOCESE,Canada,CALGARY ST THOMAS MAR THOMA CHURCH,Calgary
NORTH AMERICA DIOCESE,United States,CHICAGO MAR THOMA CHURCH,Il
NORTH AMERICA DIOCESE,United States,CHICAGO ST THOMAS MAR THOMA CHURCH,Illinois
NORTH AMERICA DIOCESE,United States,COLORADO HOREB MAR THOMA CHURCH,U S A
NORTH AMERICA DIOCESE,United States,CONNECTICUT JERUSALEM MAR THOMA CHURCH,
NORTH AMERICA DIOCESE,United States,DALLAS CARROLTON  MAR THOMA CHURCH,Dallas
NORTH AMERICA DIOCESE,United States,DALLAS CROSSWAY MAR THOMA CHURCH,
NORTH AMERICA DIOCESE,United States,DALLAS FARMERS BRANCH MAR THOMA CHURCH,Texas
NORTH AMERICA DIOCESE,United States,DALLAS SEHION MAR THOMA CHURCH,Dallas
NORTH AMERICA DIOCESE,United States,DALLAS ST PAULS MAR THOMA CHURCH,Tx
NORTH AMERICA DIOCESE,United States,DETROIT MAR THOMA CHURCH,Michigan
NORTH AMERICA DIOCESE,Canada,EDMONTON TRINITY MAR THOMA CHURCH,Edmonton
NORTH AMERICA DIOCESE,United States,"FLORIDA ST LUKES MAR THOMA CHURCH, MARGATE",Florida
NORTH AMERICA DIOCESE,United States,"FLORIDA ST MARKS, TAMPA",Florida
NORTH AMERICA DIOCESE,United States,FRANKFORT BETHEL MAR THOMA CHURCH,Frankfort
NORTH AMERICA DIOCESE,United States,GREATER SEATTLE MAR THOMA CHURCH,Greater Seattle United States Of America
NORTH AMERICA DIOCESE,Canada,HALIFAX BETHEL MAR THOMA CHURCH,Halifax
NORTH AMERICA DIOCESE,United States,HOUSTON IMMANUEL MAR THOMA CHURCH,Texas
NORTH AMERICA DIOCESE,United States,HOUSTON ST THOMAS MAR THOMA CHURCH,
NORTH AMERICA DIOCESE,United States,HOUSTON TRINITY MAR THOMA CHURCH,Houston Texas
NORTH AMERICA DIOCESE,United States,"HUDSTON VALLEY BETHANY, NY",
NORTH AMERICA DIOCESE,United States,INDIANAPOLIS MAR THOMA CONGREGATION,U S A
NORTH AMERICA DIOCESE,United States,INDIANAPOLIS ST THOMAS MAR THOMA CHURCH,Indianapolis
NORTH AMERICA DIOCESE,United States,IOWA CONGREGATION,U S A
NORTH AMERICA DIOCESE,United States,KANSAS MAR THOMA CHURCH,Kansas
NORTH AMERICA DIOCESE,Canada,KINGSTON MAR THOMA CHURCH,Kingston
NORTH AMERICA DIOCESE,Canada,LONDON (CANADA) JERUSALEM MAR THOMA CHURCH,On
NORTH AMERICA DIOCESE,United States,LONG ISLAND MAR THOMA CHURCH,New York
NORTH AMERICA DIOCESE,United States,LOS ANGELES HOREB MAR THOMA CHURCH,
NORTH AMERICA DIOCESE,United States,LOS ANGELES MAR THOMA CHURCH,Ca
NORTH AMERICA DIOCESE,United States,LOS ANGELES ST ANDREWS MAR THOMA CHURCH,Ca
NORTH AMERICA DIOCESE,United States,LUBBOCK EMMANUEL MAR THOMA CHURCH,Texas
NORTH AMERICA DIOCESE,United States,"MICHIGAN ST. JOHNS MAR THOMA CHURCH, DETROIT",Michigan
NORTH AMERICA DIOCESE,Canada,MONTREAL MAR THOMA CHURCH,Montreal
NORTH AMERICA DIOCESE,United States,NEW JERSEY RANDOLPH MAR THOMA CHURCH,New Jersey
NORTH AMERICA DIOCESE,United States,NEW JERSEY ST PETERS MAR THOMA CHURCH,New Jersey
NORTH AMERICA DIOCESE,United States,NEW JERSEY ST STEPHENS MAR THOMA CHURCH,New Jersey
NORTH AMERICA DIOCESE,United States,NEW YORK BETHANY MAR THOMA CHURCH,New York
NORTH AMERICA DIOCESE,United States,NEW YORK EBENEZER MAR THOMA CHURCH,New York
NORTH AMERICA DIOCESE,United States,NEW YORK EPHIPHANY,New York
NORTH AMERICA DIOCESE,United States,NEW YORK ST ANDREWS MAR THOMA CHURCH,New York
NORTH AMERICA DIOCESE,United States,NEW YORK ST JAMES MAR THOMA CHURCH,New York
NORTH AMERICA DIOCESE,United States,NEW YORK ST JOHNS MAR THOMA CHURCH,Queens Village
NORTH AMERICA DIOCESE,United States,NEW YORK ST THOMAS MAR THOMA CHURCH,New York
NORTH AMERICA DIOCESE,United States,NORTH CAROLINA MAR THOMA CHURCH,Nc
NORTH AMERICA DIOCESE,United States,OKLAHOMA MAR THOMA CHURCH,Nyekker Avem
NORTH AMERICA DIOCESE,United States,"ORLANDO MAR THOMA CHURCH, FLORIDA",Florida
NORTH AMERICA DIOCESE,Canada,OTTAWA MAR THOMA CHURCH,Ontario
NORTH AMERICA DIOCESE,United States,PHILADELPHIA ASCENSION MAR THOMA CHURCH,Philadelphia
NORTH AMERICA DIOCESE,United States,PHILADELPHIA BETHEL MAR THOMA CHURCH,Philadelphia
NORTH AMERICA DIOCESE,United States,PHILADELPHIA CHRISTOS MAR THOMA CHURCH,Philadelphia
NORTH AMERICA DIOCESE,United States,PHILADELPHIA MAR THOMA CHURCH,Philadelphia
NORTH AMERICA DIOCESE,United States,"PHILADELPHIA ST THOMAS, DELAWARE VALLEY",Philadelphia
NORTH AMERICA DIOCESE,United States,REDEEMER MAR THOMA CHURCH,Nj 07463
NORTH AMERICA DIOCESE,United States,"SALEM MAR THOMA CHURCH, EASTERN LONG ISLAND",New York
NORTH AMERICA DIOCESE,United States,SAN FRANCISCO MAR THOMA CHURCH,Ca
NORTH AMERICA DIOCESE,United States,SAN FRANSCISCO HOREB MAR THOMA CHURCH,
NORTH AMERICA DIOCESE,United States,SEATTLE MAR THOMA CHURCH,Washington State
NORTH AMERICA DIOCESE,United States,SILICON VALLEY MAR THOMA CHURCH,Ca
NORTH AMERICA DIOCESE,United States,SOUTH FLORIDA MAR THOMA CHURCH,Davie
NORTH AMERICA DIOCESE,United States,SOUTH JERSEY ST STEPHENS,
NORTH AMERICA DIOCESE,United States,ST LOUIS MAR THOMA CHURCH,
NORTH AMERICA DIOCESE,United States,STAFFORD IMANUEL MAR THOMA CHURCH,Stafford
NORTH AMERICA DIOCESE,United States,"STATEN ISLAND  MAR THOMA CHURCH, NEW YORK",Ny
NORTH AMERICA DIOCESE,United States,"STATEN ISLAND TABORE MAR THOMA CHURCH, NEW YORK",New York
NORTH AMERICA DIOCESE,United States,"TAMPA ST MARK MAR THOMA CHURCH, FLORIDA",Hillsborough County
NORTH AMERICA DIOCESE,Canada,TORONTO CANADIAN MAR THOMA CHURCH,Ontario
NORTH AMERICA DIOCESE,Canada,TORONTO ST. MATHEWS MAR THOMA CHURCH,Ontario
NORTH AMERICA DIOCESE,Canada,VANCOUVER ST THOMAS MAR THOMA CHURCH,British Columbia
NORTH AMERICA DIOCESE,United States,VIRGINIA IMMANUEL MAR THOMA CHURCH,Virginia
NORTH AMERICA DIOCESE,United States,WASHINGTON MAR THOMA CHURCH,Washington
RANNI - NILACKAL DIOCESE,United Arab Emirates,ABU DHABI MAR THOMA CHURCH,Abu Dhabi
RANNI - NILACKAL DIOCESE,India,ALAPRA ST MATHEWS MAR THOMA CHURCH,Alapra
RANNI - NILACKAL DIOCESE,India,ANTHYALANCAVU SALEM MAR THOMA CHURCH,Anthiyalancavu
RANNI - NILACKAL DIOCESE,India,ARAYANPARA SEHION MAR THOMA CHURCH,Kunnam-Vechoochira
RANNI - NILACKAL DIOCESE,India,ATHYAL SALEM MAR THOMA CHURCH,Perumpetty
RANNI - NILACKAL DIOCESE,India,ATTACHACKAL ST THOMAS MAR THOMA CHURCH,Attachakkal
RANNI - NILACKAL DIOCESE,India,AYROOR CARMEL MAR THOMA CHURCH,Velliyara
RANNI - NILACKAL DIOCESE,India,AYROOR CHAYAL MAR THOMA CHURCH,Ayroor Ayroor North
RANNI - NILACKAL DIOCESE,India,AYROOR SALEM MAR THOMA CHURCH,Kottathoor
RANNI - NILACKAL DIOCESE,India,AYROOR SEHION MAR THOMA CHURCH,Ayroor South
RANNI - NILACKAL DIOCESE,India,CHATHENTHARA SHARON MAR THOMA CHURCH,Chathenhtara
RANNI - NILACKAL DIOCESE,India,CHENGARA BETHEL MAR THOMA CHURCH,Chengara
RANNI - NILACKAL DIOCESE,India,CHETHACKAL IMMANUEL MAR THOMA CHURCH,Pathanamthitta
RANNI - NILACKAL DIOCESE,India,CHITTAR ST PAULS MAR THOMA CHURCH,Chittar
RANNI - NILACKAL DIOCESE,India,CHUNKAPPARA ST THOMAS MAR THOMA CHURCH,Chunkappara Kottangal
RANNI - NILACKAL DIOCESE,India,EDAKADATHI IMMANUEL MAR THOMA CHURCH,Edakadathy
RANNI - NILACKAL DIOCESE,India,EDAKULAM BETHELHEM MAR THOMA CHURCH,Edakulam
RANNI - NILACKAL DIOCESE,India,EDAMURY EBENEZER MAR THOMA CHURCH,Edamury Thompikandom
RANNI - NILACKAL DIOCESE,India,EDAPPAVOOR BETHEL MAR THOMA CHURCH,Edappavoor
RANNI - NILACKAL DIOCESE,India,EDAPPAVOOR ST THOMAS MAR THOMA CHURCH,Edappavoor
RANNI - NILACKAL DIOCESE,India,ELANTHUR SALEM MAR THOMA CHURCH,
RANNI - NILACKAL DIOCESE,India,EZHOLI SALEM MAR THOMA CHURCH,Nellikkamon
RANNI - NILACKAL DIOCESE,India,GURUNATHANMANNU IMMANUEL MAR THOMA CHURCH,Gurunathanmannu
RANNI - NILACKAL DIOCESE,India,KADAMMANITTA MAR THOMA CHURCH,Pathanamthitta
RANNI - NILACKAL DIOCESE,India,KADAMMANITTA SALEM MAR THOMA CHURCH,Kadammanitta
RANNI - NILACKAL DIOCESE,India,KAICHIRA IMMANUEL MAR THOMA CHURCH,Kaichira Ranny Perunad Pathanamthitta
RANNI - NILACKAL DIOCESE,India,KALAMPALA IMMANUEL MAR THOMA CHURCH,Unnakavu
RANNI - NILACKAL DIOCESE,India,KALAMPALA ST THOMAS MAR THOMA CHURCH,Ranny Pathanamthitta
RANNI - NILACKAL DIOCESE,India,KALLELI ST THOMAS MAR THOMA CHURCH,Kallely
RANNI - NILACKAL DIOCESE,India,KANAKAPALAM JERUSALEM MAR THOMA CHURCH,Kanakappalam
RANNI - NILACKAL DIOCESE,India,KANDENPEROOR ST PAULS MAR THOMA CHURCH,Kariamplavu
RANNI - NILACKAL DIOCESE,India,KANJEETTUKARA JUBILEE MEMORIAL MAR THOMA CHURCH,Kanjeettukara
RANNI - NILACKAL DIOCESE,India,KAPPAKKADU JERUSALEM MAR THOMA CHURCH,Ranny Perunadu
RANNI - NILACKAL DIOCESE,India,KARIKKATOOR ST THOMAS MAR THOMA CHURCH,Karikkattoor Centre
RANNI - NILACKAL DIOCESE,India,"KARIKKULAM ST JOHNS MAR THOMA CHURCH,",Karikulam
RANNI - NILACKAL DIOCESE,India,KARIMKUTTICKAL SALEM MAR THOMA CHURCH,Kumplampoika
RANNI - NILACKAL DIOCESE,India,KARIMKUTTICKAL TRINITY MAR THOMA CHURCH,Vadakkupuram
RANNI - NILACKAL DIOCESE,India,KARIMPANAMKUZHY ST ANDREWS MAR THOMA CHURCH,Cherukulanji
RANNI - NILACKAL DIOCESE,India,KATTIKKALARUVI ST PAULS MAR THOMA CHURCH,Madanthamon Naranammoozhy
RANNI - NILACKAL DIOCESE,India,"KATTIKUZHI EBEN-EZER, KOKKATHODU",Kokkathode
RANNI - NILACKAL DIOCESE,India,KEEKOZHOOR EAST IMMANUEL MAR THOMA CHURCH,Keekozhur
RANNI - NILACKAL DIOCESE,India,KEEKOZHOOR MAR THOMA CHURCH,Keekozhoor
RANNI - NILACKAL DIOCESE,India,KOCHUKOIKAL ST THOMAS MAR THOMA CHURCH,Kochukoickal
RANNI - NILACKAL DIOCESE,India,KOCHUKOIKAL TRINITY MAR THOMA CHURCH,Kochukoickal
RANNI - NILACKAL DIOCESE,India,KONNAPPARA SALEM MAR THOMA CHURCH,Athumpumkulam
RANNI - NILACKAL DIOCESE,India,KONNI ARUVAPPULAM THABORE MAR THOMA CHURCH,Aruvapulam
RANNI - NILACKAL DIOCESE,India,KONNI EMMANUEL MAR THOMA CHURCH,Kummannoor
RANNI - NILACKAL DIOCESE,India,KONNY JERUSALEM MAR THOMA CHURCH,Konny
RANNI - NILACKAL DIOCESE,India,KOOTHATTUKULAM SALEM MAR THOMA CHURCH,Chittar
RANNI - NILACKAL DIOCESE,India,KOTTAMONPARA BETHEL MAR THOMA CHURCH,Angamoozhy
RANNI - NILACKAL DIOCESE,India,KOTTANAD TRINITY MAR THOMA CHURCH,Pathanamthitta
RANNI - NILACKAL DIOCESE,India,KRIPAPURAM ST THOMAS MAR THOMA CHURCH,Pathanamthitta
RANNI - NILACKAL DIOCESE,India,KULAMAMKUZHY ST ANDREWS MAR THOMA CHURCH,Vechoochira
RANNI - NILACKAL DIOCESE,India,KUMBAZHA BETHEL MAR THOMA CHURCH,Kumbazha
RANNI - NILACKAL DIOCESE,India,KUMPALAMTHANAM ST JOHNS MAR THOMA CHURCH,Theodical
RANNI - NILACKAL DIOCESE,India,KUMPLAMPOIKA SALEM MAR THOMA CHURCH,Kumplampoika
RANNI - NILACKAL DIOCESE,India,MALAYALAPUZHA ST THOMAS MAR THOMA CHURCH,Thazhom
RANNI - NILACKAL DIOCESE,India,MALLASSERRY BETHLEHEM MAR THOMA CHURCH,Mallasserry
RANNI - NILACKAL DIOCESE,India,MANNAMARUTHI BETHEL MAR THOMA CHURCH,Mannamaruthy
RANNI - NILACKAL DIOCESE,India,MANNARATHARA BETHLEHEM MAR THOMA CHURCH,Eettichuvadu
RANNI - NILACKAL DIOCESE,India,MANNIRA SALEM MAR THOMA CHURCH,Manneera
RANNI - NILACKAL DIOCESE,India,MEKOZHOOR TRINITY MAR THOMA CHURCH,Mekozhoor
RANNI - NILACKAL DIOCESE,India,MELELBHAGOM BETHEL MAR THOMA CHURCH,Elanthur East
RANNI - NILACKAL DIOCESE,India,METHANAM EBEN EZER MAR THOMA CHURCH,Chalappally
RANNI - NILACKAL DIOCESE,India,MONPILAVU BETHELEHEM MAR THOMA CHURCH,Nellupilavu
RANNI - NILACKAL DIOCESE,India,MOONNUKALLU ZION MAR THOMA CHURCH,Kottamonpara
RANNI - NILACKAL DIOCESE,India,MOTHIRAVAYAL BETHEL MAR THOMA CHURCH,Karikulam
RANNI - NILACKAL DIOCESE,India,MUKKADA HEBRON MAR THOMA CHURCH,Mukkada
RANNI - NILACKAL DIOCESE,India,MUKKUTTOOTHARA ASCENSION MAR THOMA CHURCH,Mukkoottuthara
RANNI - NILACKAL DIOCESE,India,MUNDACKAL EMMANUEL MAR THOMA CHURCH,Malayalapuzha Eram
RANNI - NILACKAL DIOCESE,India,MUTHUPEZHUMKAL ST THOMAS MAR THOMA CHURCH KONNY,Muthupezhumkal
RANNI - NILACKAL DIOCESE,India,MUTTAPALLY IMMANUEL MAR THOMA CHURCH,Thulappally
RANNI - NILACKAL DIOCESE,India,MYLAPRA SALEM MAR THOMA CHURCH,Mylapra
RANNI - NILACKAL DIOCESE,India,NARANAMOOZHI NILACKEL MAR THOMA CHURCH,Naranamuzhy
RANNI - NILACKAL DIOCESE,India,NARANAMOOZHI ST THOMAS MAR THOMA CHURCH,Kakodimon
RANNI - NILACKAL DIOCESE,India,NARANGANAM ST THOMAS MAR THOMA CHURCH,Naranganam
RANNI - NILACKAL DIOCESE,India,NEERATTUKAVU SALEM MAR THOMA CHURCH,Kakkudumon
RANNI - NILACKAL DIOCESE,India,NIRMALAPURAM ST ANDREWS MAR THOMA CHURCH,Chunkappara
RANNI - NILACKAL DIOCESE,India,NJAKKUKAVU ST THOMAS MAR THOMA CHURCH,Vellappara
RANNI - NILACKAL DIOCESE,India,NJALLOOR SANTHOM MAR THOMA CHURCH,Athumpumkulam
RANNI - NILACKAL DIOCESE,India,OMALLOOR MAR THOMA CHURCH,Omalloor
RANNI - NILACKAL DIOCESE,India,OOTTUPARA BETHEL MAR THOMA CHURCH,Oottupara
RANNI - NILACKAL DIOCESE,India,"OREKAR IMMANUEL MAR THOMA CHURCH, KOKKATHODU",Kokkathodu
RANNI - NILACKAL DIOCESE,India,PARIYARAM ST PAULS MAR THOMA CHURCH,Pariyaram
RANNI - NILACKAL DIOCESE,India,PATHANAMTHITTA MAR THOMA CHURCH,Pathanamthitta P.O. Kerala
RANNI - NILACKAL DIOCESE,India,PAYYANAMON ST ANDREWS MAR THOMA CHURCH,Pathanamthitta
RANNI - NILACKAL DIOCESE,India,PAZHAVANGADIKARA IMMANUEL MAR THOMA CHURCH,Pazhavangadi (Ranni
RANNI - NILACKAL DIOCESE,India,PERUMPETTY JERUSALEM MAR THOMA CHURCH,Perumpetty
RANNI - NILACKAL DIOCESE,India,PERUNADU BETHEL MAR THOMA CHURCH,Perunadu Ranny Perunad
RANNI - NILACKAL DIOCESE,India,PERUVAYAL BETHEL MAR THOMA CHURCH,Peruvayal
RANNI - NILACKAL DIOCESE,India,PLAVELINIRAVU SALEM MAR THOMA CHURCH,Erumely
RANNI - NILACKAL DIOCESE,India,POOVANMALA ST THOMAS MAR THOMA CHURCH,Poovanmala Ranny Pathanamthitta
RANNI - NILACKAL DIOCESE,India,POOVANPARA SALEM MAR THOMA CHURCH,Konni
RANNI - NILACKAL DIOCESE,India,PUTHENPEEDIKA ST THOMAS MAR THOMA CHURCH,Kodumthara
RANNI - NILACKAL DIOCESE,India,PUTHUKULAM EBENEZER MAR THOMA CHURCH,Malayalapuzha Eram
RANNI - NILACKAL DIOCESE,India,PUTHUSERIMALA BETHEL MAR THOMA CHURCH,Puthusserimala
RANNI - NILACKAL DIOCESE,India,RANNI CHRISTOS MAR THOMA CHURCH,Nellickamon
RANNI - NILACKAL DIOCESE,India,RANNI NAZARETH MAR THOMA CHURCH,Ettichuvadu
RANNI - NILACKAL DIOCESE,India,RANNI VAIKOM MAR THOMA CHURCH,Mandiram P O Ranny
RANNI - NILACKAL DIOCESE,India,SEETHATHODE EBENEZER MAR THOMA CHURCH,Seethathodu
RANNI - NILACKAL DIOCESE,India,THADIYOOR BETHEL MAR THOMA CHURCH,Thadiyoor
RANNI - NILACKAL DIOCESE,India,THALACHIRA BETHEL MAR THOMA CHURCH,Thalachira Kumplampoika
RANNI - NILACKAL DIOCESE,India,THANNITHODE BETHEL MAR THOMA CHURCH,Thannithode
RANNI - NILACKAL DIOCESE,India,THEKKUMMALA ST PETERS MAR THOMA CHURCH,Kumplampoika
RANNI - NILACKAL DIOCESE,India,THEKKUTHODE ST THOMAS MAR THOMA CHURCH,Thekkuthode
RANNI - NILACKAL DIOCESE,India,THOMPIKANDAM ST PAULS MAR THOMA CHURCH,Thompikandom
RANNI - NILACKAL DIOCESE,India,THONIKADAVU CHRISTOS MAR THOMA CHURCH,Ranny Pathanamthitta
RANNI - NILACKAL DIOCESE,India,THONNIAMALA ST THOMAS MAR THOMA CHURCH,Thonniamala
RANNI - NILACKAL DIOCESE,India,THULAPPALLY ST THOMAS MAR THOMA CHURCH,Thulappally
RANNI - NILACKAL DIOCESE,India,UTHIMOODU MAR THOMA CHURCH,Pathanamthitta
RANNI - NILACKAL DIOCESE,India,VADAKKUPURAM SALEM MAR THOMA CHURCH,Vadakkupuram
RANNI - NILACKAL DIOCESE,India,VADASERIKARA CARMEL MAR THOMA CHURCH,Pathanamthitta
RANNI - NILACKAL DIOCESE,India,VADASERIKARA ST ANDREWS MAR THOMA CHURCH,Vadasserikkara
RANNI - NILACKAL DIOCESE,India,VADASERIKARA ST JOHNS MAR THOMA CHURCH,Vadasserikkara
RANNI - NILACKAL DIOCESE,India,VADASERIKARA ST THOMAS MAR THOMA CHURCH,Vadaserikara
RANNI - NILACKAL DIOCESE,India,VAKATHANAM EDAMON TABORE MAR THOMA CHURCH,Ranni Edamon
RANNI - NILACKAL DIOCESE,India,VAKATHANAM ST PAULS MAR THOMA CHURCH,
RANNI - NILACKAL DIOCESE,India,VAKAYAR CHRISTOSE MAR THOMA CHURCH,Vakayar
RANNI - NILACKAL DIOCESE,India,VALIYAKAVU ST THOMAS MAR THOMA CHURCH,Valiyakavu
RANNI - NILACKAL DIOCESE,India,VALIYAKUNNAM ST PAULS MAR THOMA CHURCH,Pathanamthitta
RANNI - NILACKAL DIOCESE,India,VALLIKKODU KOTTAYAM EBENEZER MAR THOMA CHURCH,Vallikodu Kottayam Vallikkodu
